Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion_Rate_Original,Sale_Amount,Ad_Date,Location,Device,Keyword,Ad_Date_Parsed,Day,Month,Weekday,Week,CR_Needs_Fix,Conversion_Rate_Fixed,CTR,CPC,Cost_Per_Lead,Lead_Conversion_Rate,Conversion_Per_Impression,Leads_Per_Click,Revenue_Per_Conversion,ROI,Cost_Per_Sale,Campaign_Name_Encoded,Location_Encoded,Device_Encoded,Keyword_Encoded
A1809,data analytics course,127.0,5417.0,229.06,26.0,8.0,0.063,1086.0,2024/11/21,hyderabad,tablet,learn data analytics,2024-11-21,21,11,3,47,False,0.063,0.023444711094701864,1.8036220472440945,8.81,0.3076923076923077,0.0014768321949418497,0.2047244094488189,135.75,3.741115864838907,0.2109208103130755,0,0,2,4
A1810,data analytics course,117.0,5445.0,213.9,10.0,5.0,0.043,1804.0,19-11-2024,hyderabad,desktop,data analytics course,2024-11-19,19,11,1,47,False,0.0427,0.021487603305785124,1.8282051282051281,21.39,0.5,0.0009182736455463728,0.08547008547008547,360.8,7.4338475923328655,0.11856984478935699,0,0,0,1
A1811,data analytics course,152.0,5173.0,230.47,15.0,5.0,0.036,1779.0,2024/11/26,hyderabad,desktop,learn data analytics,2024-11-26,26,11,1,48,False,0.0329,0.02938333655519041,1.51625,15.364666666666666,0.3333333333333333,0.0009665571235260004,0.09868421052631579,355.8,6.719008981646201,0.1295503091624508,0,0,0,4
A1812,data analytics course,87.0,3643.0,220.76,27.0,7.0,0.047,1393.0,2024/11/03,hyderabad,desktop,data analytics online,2024-11-03,3,11,6,44,True,0.0805,0.023881416415042548,2.537471264367816,8.176296296296297,0.25925925925925924,0.0019214932747735384,0.3103448275862069,199.0,5.310019931146948,0.1584781048097631,0,0,0,2
A1813,data analytics course,181.0,3863.0,180.12,17.0,7.0,0.035,1892.0,2024-11-28,hyderabad,desktop,data analytics course,2024-11-28,28,11,3,48,False,0.0387,0.04685477608076624,0.9951381215469614,10.59529411764706,0.4117647058823529,0.0018120631633445508,0.09392265193370165,270.2857142857143,9.504108372196313,0.09520084566596194,0,0,0,1
A1814,data analytics course,147.0,3661.0,191.67,17.0,4.0,0.027,1507.0,24-11-2024,hyderabad,desktop,online data analytic,2024-11-24,24,11,6,47,False,0.0272,0.040152963671128104,1.3038775510204081,11.27470588235294,0.23529411764705882,0.0010925976509150504,0.11564625850340136,376.75,6.8624719570094435,0.12718646317186463,0,0,0,5
A1815,data analytics course,173.0,5463.0,232.38,17.0,5.0,0.029,1568.0,2024-11-26,hyderabad,desktop,analytics for data,2024-11-26,26,11,1,48,False,0.0289,0.031667581914698886,1.3432369942196531,13.669411764705883,0.29411764705882354,0.0009152480322167307,0.09826589595375723,313.6,5.747568637576383,0.1482015306122449,0,0,0,0
A1816,data analytics course,123.0,3459.0,211.88,21.0,4.0,0.033,1223.0,24-11-2024,hyderabad,tablet,learn data analytics,2024-11-24,24,11,6,47,False,0.0325,0.03555941023417172,1.7226016260162602,10.08952380952381,0.19047619047619047,0.0011564035848511131,0.17073170731707318,305.75,4.772135170851425,0.1732461161079313,0,0,2,4
A1817,data analytics course,162.0,3906.0,237.24,13.0,5.0,0.033,1062.0,2024/11/10,hyderabad,desktop,data analytics training,2024-11-10,10,11,6,45,False,0.0309,0.041474654377880185,1.4644444444444444,18.24923076923077,0.38461538461538464,0.0012800819252432156,0.08024691358024691,212.4,3.4764795144157814,0.22338983050847458,0,0,0,3
A1818,data analytics course,135.0,4645.0,182.94,12.0,7.0,0.047,1927.0,2024-11-30,hyderabad,desktop,online data analytic,2024-11-30,30,11,5,48,True,0.04665,0.02906350914962325,1.3551111111111112,15.245,0.5833333333333334,0.0015069967707212056,0.08888888888888889,275.2857142857143,9.533508254072373,0.0949351323300467,0,0,0,5
A1819,data analytics course,169.0,3317.0,232.35,29.0,3.0,0.049,1988.0,2024-11-24,hyderabad,mobile,data analytics training,2024-11-24,24,11,6,47,True,0.0178,0.05094965330117576,1.374852071005917,8.01206896551724,0.10344827586206896,0.0009044317154054868,0.17159763313609466,662.6666666666666,7.556057671616097,0.11687625754527163,0,0,1,3
A1820,data analytics course,120.0,3235.0,220.67,11.0,4.0,0.047,1890.0,2024-11-17,hyderabad,mobile,learn data analytics,2024-11-17,17,11,6,46,True,0.0333,0.03709428129829984,1.8389166666666665,20.06090909090909,0.36363636363636365,0.0012364760432766616,0.09166666666666666,472.5,7.564825304753705,0.11675661375661375,0,0,1,4
A1821,data analytics course,139.0,4823.0,234.73,30.0,5.0,0.047,1361.0,25-11-2024,hyderabad,mobile,data analytics training,2024-11-25,25,11,0,48,True,0.04665,0.028820236367406177,1.688705035971223,7.824333333333333,0.16666666666666666,0.0010366991499066972,0.2158273381294964,272.2,4.798151067183572,0.17246877296105803,0,0,1,3
A1822,data analytics course,167.0,4403.0,189.36,25.0,4.0,0.03,1572.0,06-11-2024,hyderabad,desktop,learn data analytics,2024-06-11,11,6,1,24,False,0.024,0.03792868498750852,1.1338922155688624,7.574400000000001,0.16,0.0009084714967067908,0.1497005988023952,393.0,7.3016476552598215,0.12045801526717557,0,0,0,4
A1823,data analytics course,101.0,3530.0,184.83,22.0,5.0,0.047,1802.0,13-11-2024,hyderabad,mobile,learn data analytics,2024-11-13,13,11,2,46,True,0.0495,0.028611898016997168,1.83,8.401363636363637,0.22727272727272727,0.00141643059490085,0.21782178217821782,360.4,8.749499540117945,0.10256936736958935,0,0,1,4
A1824,data analytics course,129.0,4679.0,239.21,19.0,3.0,0.023,1215.0,2024/11/04,hyderabad,mobile,data analytics online,2024-11-04,4,11,0,45,False,0.0233,0.027569993588373583,1.8543410852713178,12.59,0.15789473684210525,0.0006411626415900834,0.14728682170542637,405.0,4.079219096191631,0.196880658436214,0,0,1,2
A1825,data analytics course,153.0,5396.0,233.79,13.0,8.0,0.047,1571.0,01-11-2024,hyderabad,mobile,data analytics training,2024-01-11,11,1,3,2,True,0.0523,0.028354336545589325,1.5280392156862745,17.98384615384615,0.6153846153846154,0.0014825796886582653,0.08496732026143791,196.375,5.719705718807477,0.1488160407383832,0,0,1,3
A1826,data analytics course,139.0,3976.0,248.65,16.0,4.0,0.047,1160.0,15-11-2024,hyderabad,mobile,data analytics training,2024-11-15,15,11,4,46,True,0.04665,0.03495975855130785,1.7888489208633094,15.540625,0.25,0.001006036217303823,0.11510791366906475,290.0,3.665192036999799,0.21435344827586209,0,0,1,3
A1827,data analytics course,108.0,5545.0,209.82,11.0,8.0,0.074,1491.0,2024/11/08,hyderabad,mobile,analytics for data,2024-11-08,8,11,4,45,False,0.0741,0.019477006311992787,1.9427777777777777,19.074545454545454,0.7272727272727273,0.001442741208295762,0.10185185185185185,186.375,6.106090935087218,0.14072434607645876,0,0,1,0
A1828,data analytics course,85.0,4772.0,211.62,15.0,10.0,0.118,1669.0,19-11-2024,hyderabad,mobile,learn data analytics,2024-11-19,19,11,1,47,False,0.1176,0.017812238055322716,2.4896470588235293,14.108,0.6666666666666666,0.0020955574182732607,0.17647058823529413,166.9,6.886778187316889,0.12679448771719593,0,0,1,4
A1829,data analytics course,109.0,4941.0,242.54,18.0,9.0,0.083,1278.0,2024-11-11,hyderabad,desktop,data analytics training,2024-11-11,11,11,0,46,False,0.0826,0.022060311677798018,2.225137614678899,13.474444444444444,0.5,0.0018214936247723133,0.1651376146788991,142.0,4.269233940793272,0.1897809076682316,0,0,0,3
A1830,data analytics course,119.0,4369.0,216.29,16.0,4.0,0.047,1507.0,2024/11/22,hyderabad,tablet,learn data analytics,2024-11-22,22,11,4,47,True,0.0336,0.027237354085603113,1.817563025210084,13.518125,0.25,0.0009155413138017853,0.13445378151260504,376.75,5.967497341532202,0.14352355673523556,0,0,2,4
A1831,data analytics course,143.0,5526.0,185.94,15.0,8.0,0.056,1712.0,25-11-2024,hyderabad,desktop,analytics for data,2024-11-25,25,11,0,48,False,0.0559,0.02587766920014477,1.3002797202797203,12.395999999999999,0.5333333333333333,0.0014477017734346724,0.1048951048951049,214.0,8.20727116274067,0.10860981308411215,0,0,0,0
A1832,data analytics course,161.0,5302.0,184.29,13.0,8.0,0.036,1703.0,30-11-2024,hyderabad,tablet,learn data analytics,2024-11-30,30,11,5,48,True,0.0497,0.030365899660505468,1.1446583850931678,14.176153846153845,0.6153846153846154,0.0015088645794039985,0.08074534161490683,212.875,8.240870367355798,0.10821491485613623,0,0,2,4
A1833,data analytics course,146.0,4424.0,196.88,20.0,3.0,0.021,1757.0,30-11-2024,hyderabad,tablet,online data analytic,2024-11-30,30,11,5,48,False,0.0205,0.03300180831826401,1.3484931506849316,9.844,0.15,0.000678119349005425,0.136986301369863,585.6666666666666,7.924217797643234,0.11205463858850313,0,0,2,5
A1834,data analytics course,82.0,5971.0,235.52,14.0,8.0,0.098,1568.0,06-11-2024,hyderabad,mobile,learn data analytics,2024-06-11,11,6,1,24,False,0.0976,0.013733043041366605,2.87219512195122,16.822857142857142,0.5714285714285714,0.001339809077206498,0.17073170731707318,196.0,5.657608695652174,0.15020408163265306,0,0,1,4
A1835,data analytics course,88.0,3733.0,244.35,12.0,8.0,0.091,1622.0,2024-11-27,hyderabad,mobile,online data analytic,2024-11-27,27,11,2,48,False,0.0909,0.02357353335119207,2.7767045454545456,20.3625,0.6666666666666666,0.0021430484864720066,0.13636363636363635,202.75,5.638019234704318,0.15064734895191123,0,0,1,5
A1836,data analytics course,127.0,4403.0,244.3,15.0,7.0,0.055,1832.0,22-11-2024,hyderabad,tablet,data analytics course,2024-11-22,22,11,4,47,False,0.0551,0.028843970020440608,1.9236220472440946,16.28666666666667,0.4666666666666667,0.001589825119236884,0.11811023622047244,261.7142857142857,6.498976668031109,0.1333515283842795,0,0,2,1
A1837,data analytics course,179.0,5118.0,189.59,15.0,6.0,0.034,1892.0,2024/11/28,hyderabad,tablet,data analytics course,2024-11-28,28,11,3,48,False,0.0335,0.034974599452911294,1.0591620111731843,12.639333333333333,0.4,0.0011723329425556857,0.08379888268156424,315.3333333333333,8.979429294794029,0.1002061310782241,0,0,2,1
A1838,data analytics course,199.0,4407.0,240.05,21.0,9.0,0.045,1054.0,13-11-2024,hyderabad,desktop,data analytics online,2024-11-13,13,11,2,46,False,0.0452,0.04515543453596551,1.206281407035176,11.430952380952382,0.42857142857142855,0.0020422055820285907,0.10552763819095477,117.11111111111111,3.3907519266819413,0.22775142314990512,0,0,0,2
A1839,data analytics course,191.0,3190.0,211.1,10.0,7.0,0.037,1507.0,22-11-2024,hyderabad,tablet,learn data analytics,2024-11-22,22,11,4,47,False,0.0366,0.05987460815047022,1.1052356020942409,21.11,0.7,0.00219435736677116,0.05235602094240838,215.28571428571428,6.138796778777831,0.14007962840079627,0,0,2,4
A1840,data analytics course,99.0,4880.0,245.13,25.0,8.0,0.047,1236.0,2024/11/19,hyderabad,tablet,data analytics course,2024-11-19,19,11,1,47,True,0.0808,0.02028688524590164,2.476060606060606,9.8052,0.32,0.001639344262295082,0.25252525252525254,154.5,4.042222494186758,0.1983252427184466,0,0,2,1
A1841,data analytics course,122.0,5774.0,224.4,23.0,10.0,0.047,1330.0,2024-11-14,hyderabad,mobile,learn data analytics,2024-11-14,14,11,3,46,True,0.082,0.02112919986144787,1.839344262295082,9.756521739130434,0.43478260869565216,0.0017319016279875303,0.1885245901639344,133.0,4.926916221033868,0.1687218045112782,0,0,1,4
A1842,data analytics course,178.0,4103.0,207.23,17.0,8.0,0.045,1612.0,2024/11/15,hyderabad,mobile,analytics for data,2024-11-15,15,11,4,46,False,0.0449,0.04338289056787716,1.1642134831460673,12.19,0.47058823529411764,0.0019497928345113332,0.09550561797752809,201.5,6.778796506297351,0.1285545905707196,0,0,1,0
A1843,data analytics course,157.0,4414.0,240.57,17.0,9.0,0.057,1483.0,2024-11-27,hyderabad,desktop,learn data analytics,2024-11-27,27,11,2,48,False,0.0573,0.03556864521975532,1.5322929936305731,14.151176470588235,0.5294117647058824,0.0020389669234254643,0.10828025477707007,164.77777777777777,5.1645259176123375,0.1622184760620364,0,0,0,4
A1844,data analytics course,199.0,5319.0,216.7,25.0,9.0,0.045,1507.0,01-11-2024,hyderabad,desktop,online data analytic,2024-01-11,11,1,3,2,False,0.0452,0.03741304756533183,1.0889447236180905,8.668,0.36,0.001692047377326565,0.12562814070351758,167.44444444444446,5.9543147208121825,0.14379562043795618,0,0,0,5
A1845,data analytics course,192.0,3320.0,208.09,17.0,3.0,0.016,1169.0,18-11-2024,hyderabad,mobile,data analytics training,2024-11-18,18,11,0,47,False,0.0156,0.05783132530120482,1.0838020833333333,12.240588235294117,0.17647058823529413,0.0009036144578313253,0.08854166666666667,389.6666666666667,4.617761545485126,0.17800684345594525,0,0,1,3
A1846,data analytics course,144.0,4146.0,246.1,18.0,10.0,0.069,1074.0,15-11-2024,hyderabad,desktop,analytics for data,2024-11-15,15,11,4,46,False,0.0694,0.03473227206946455,1.7090277777777778,13.672222222222222,0.5555555555555556,0.00241196333815726,0.125,107.4,3.3640796424217796,0.22914338919925512,0,0,0,0
A1847,data analytics course,147.0,4720.0,227.6,23.0,8.0,0.047,1907.0,2024/11/05,hyderabad,tablet,online data analytic,2024-11-05,5,11,1,45,True,0.0544,0.03114406779661017,1.5482993197278911,9.895652173913044,0.34782608695652173,0.001694915254237288,0.1564625850340136,238.375,7.378734622144113,0.11934976402726796,0,0,2,5
A1848,data analytics course,121.0,3557.0,237.03,16.0,7.0,0.047,1255.0,2024/11/25,hyderabad,mobile,data analytics online,2024-11-25,25,11,0,48,True,0.0579,0.034017430418892325,1.9589256198347107,14.814375,0.4375,0.001967950520101209,0.1322314049586777,179.28571428571428,4.294688436062946,0.18886852589641434,0,0,1,2
A1849,data analytics course,193.0,5899.0,227.24,12.0,9.0,0.042,1832.0,02-11-2024,hyderabad,desktop,analytics for data,2024-02-11,11,2,6,6,False,0.0466,0.03271740973046279,1.1774093264248706,18.936666666666667,0.75,0.0015256823190371248,0.06217616580310881,203.55555555555554,7.061960922372822,0.12403930131004368,0,0,0,0
A1850,data analytics course,170.0,4968.0,216.78,21.0,5.0,0.045,1997.0,2024/11/24,hyderabad,tablet,data analytics course,2024-11-24,24,11,6,47,True,0.0294,0.03421900161030596,1.2751764705882354,10.322857142857142,0.23809523809523808,0.001006441223832528,0.12352941176470589,399.4,8.212104437678752,0.1085528292438658,0,0,2,1
A1851,data analytics course,198.0,5934.0,199.61,14.0,6.0,0.03,1507.0,13-11-2024,hyderabad,tablet,learn data analytics,2024-11-13,13,11,2,46,False,0.0303,0.033367037411526794,1.0081313131313132,14.257857142857144,0.42857142857142855,0.0010111223458038423,0.0707070707070707,251.16666666666666,6.549721957817743,0.1324552090245521,0,0,2,4
A1852,data analytics course,133.0,4078.0,189.42,21.0,6.0,0.045,1969.0,21-11-2024,hyderabad,desktop,data analytics online,2024-11-21,21,11,3,47,False,0.0451,0.032614026483570376,1.4242105263157894,9.02,0.2857142857142857,0.0014713094654242277,0.15789473684210525,328.1666666666667,9.394889663182346,0.09620111731843575,0,0,0,2
A1853,data analytics course,82.0,4163.0,208.08,30.0,8.0,0.098,1297.0,2024-11-04,hyderabad,mobile,data analytics course,2024-11-04,4,11,0,45,False,0.0976,0.01969733365361518,2.537560975609756,6.936000000000001,0.26666666666666666,0.0019216910881575786,0.36585365853658536,162.125,5.233179546328335,0.16043176561295297,0,0,1,1
A1854,data analytics course,90.0,4330.0,249.24,20.0,4.0,0.044,1618.0,2024-11-15,hyderabad,tablet,data analytics training,2024-11-15,15,11,4,46,False,0.0444,0.020785219399538105,2.7693333333333334,12.462,0.2,0.0009237875288683603,0.2222222222222222,404.5,5.491734874017012,0.15404202719406676,0,0,2,3
A1855,data analytics course,122.0,5882.0,189.76,25.0,7.0,0.057,1357.0,2024-11-25,hyderabad,tablet,analytics for data,2024-11-25,25,11,0,48,False,0.0574,0.02074124447466848,1.5554098360655737,7.5904,0.28,0.0011900714042842571,0.20491803278688525,193.85714285714286,6.151138279932547,0.13983787767133382,0,0,2,0
A1856,data analytics course,105.0,5645.0,218.24,17.0,6.0,0.047,1420.0,2024/11/02,hyderabad,mobile,online data analytic,2024-11-02,2,11,5,44,True,0.0571,0.018600531443755536,2.0784761904761906,12.83764705882353,0.35294117647058826,0.0010628875110717448,0.1619047619047619,236.66666666666666,5.5065982404692075,0.15369014084507043,0,0,1,5
A1857,data analytics course,179.0,3848.0,213.26,12.0,5.0,0.047,1807.0,2024/11/29,hyderabad,desktop,data analytics course,2024-11-29,29,11,4,48,True,0.0279,0.04651767151767152,1.1913966480446927,17.771666666666665,0.4166666666666667,0.0012993762993762994,0.0670391061452514,361.4,7.473225171152584,0.11801881571665744,0,0,0,1
A1858,data analytics course,91.0,5609.0,228.27,12.0,10.0,0.11,1098.0,2024-11-11,hyderabad,desktop,analytics for data,2024-11-11,11,11,0,46,False,0.1099,0.016223925833481905,2.5084615384615385,19.0225,0.8333333333333334,0.0017828489926903191,0.13186813186813187,109.8,3.810093310553292,0.207896174863388,0,0,0,0
A1859,data analytics course,168.0,4390.0,195.52,22.0,10.0,0.06,1553.0,2024-11-04,hyderabad,desktop,data analytics course,2024-11-04,4,11,0,45,False,0.0595,0.03826879271070615,1.1638095238095238,8.887272727272729,0.45454545454545453,0.002277904328018223,0.13095238095238096,155.3,6.942921440261865,0.12589826142949131,0,0,0,1
A1860,data analytics course,162.0,4774.0,210.8,20.0,7.0,0.043,1387.0,2024/11/29,hyderabad,tablet,analytics for data,2024-11-29,29,11,4,48,False,0.0432,0.03393380812735652,1.3012345679012347,10.540000000000001,0.35,0.001466275659824047,0.12345679012345678,198.14285714285714,5.579696394686907,0.1519826964671954,0,0,2,0
A1861,data analytics course,130.0,5787.0,218.79,13.0,10.0,0.077,1679.0,2024-11-09,hyderabad,mobile,online data analytic,2024-11-09,9,11,5,45,False,0.0769,0.022464143770520133,1.6829999999999998,16.83,0.7692307692307693,0.0017280110592707793,0.1,167.9,6.674025321084145,0.13030970815961881,0,0,1,5
A1862,data analytics course,97.0,5192.0,184.79,13.0,10.0,0.047,1382.0,2024/11/05,hyderabad,mobile,learn data analytics,2024-11-05,5,11,1,45,True,0.1031,0.018682588597842834,1.9050515463917526,14.214615384615383,0.7692307692307693,0.001926040061633282,0.13402061855670103,138.2,6.478759673142487,0.13371201157742402,0,0,1,4
A1863,data analytics course,142.0,4223.0,222.28,27.0,5.0,0.038,1506.0,2024-11-07,hyderabad,desktop,learn data analytics,2024-11-07,7,11,3,45,False,0.0352,0.033625384797537294,1.5653521126760563,8.232592592592592,0.18518518518518517,0.0011839924224484964,0.19014084507042253,301.2,5.775238438006118,0.14759628154050464,0,0,0,4
A1864,data analytics course,138.0,3146.0,197.89,22.0,7.0,0.047,1507.0,2024/11/08,hyderabad,desktop,learn data analytics,2024-11-08,8,11,4,45,True,0.0507,0.043865225683407505,1.4339855072463767,8.995,0.3181818181818182,0.0022250476795931343,0.15942028985507245,215.28571428571428,6.615341856586994,0.13131386861313868,0,0,0,4
A1865,data analytics course,186.0,3988.0,237.69,15.0,5.0,0.027,1603.0,2024-11-14,hyderabad,tablet,data analytics course,2024-11-14,14,11,3,46,False,0.0269,0.04663991975927784,1.2779032258064515,15.846,0.3333333333333333,0.0012537612838515546,0.08064516129032258,320.6,5.744078421473348,0.14827822832189644,0,0,2,1
A1866,data analytics course,170.0,3437.0,232.08,23.0,5.0,0.029,1405.0,2024/11/29,hyderabad,mobile,learn data analytics,2024-11-29,29,11,4,48,False,0.0294,0.049461739889438465,1.3651764705882354,10.090434782608696,0.21739130434782608,0.0014547570555717194,0.13529411764705881,281.0,5.053946914856946,0.16518149466192172,0,0,1,4
A1867,data analytics course,85.0,3718.0,224.14,21.0,6.0,0.071,1938.0,2024-11-04,hyderabad,desktop,online data analytic,2024-11-04,4,11,0,45,False,0.0706,0.0228617536309844,2.636941176470588,10.673333333333332,0.2857142857142857,0.0016137708445400753,0.24705882352941178,323.0,7.6463817257071485,0.11565531475748193,0,0,0,5
A1868,data analytics course,115.0,5343.0,239.92,20.0,8.0,0.047,1381.0,2024-11-15,hyderabad,desktop,learn data analytics,2024-11-15,15,11,4,46,True,0.0696,0.02152348867677335,2.0862608695652174,11.995999999999999,0.4,0.0014972861688190156,0.17391304347826086,172.625,4.756085361787262,0.17372918175235336,0,0,0,4
A1869,data analytics course,167.0,5170.0,241.21,24.0,4.0,0.038,1515.0,21-11-2024,hyderabad,mobile,data analytics course,2024-11-21,21,11,3,47,True,0.024,0.03230174081237911,1.44437125748503,10.050416666666667,0.16666666666666666,0.0007736943907156673,0.1437125748502994,378.75,5.280834127938311,0.1592145214521452,0,0,1,1
A1870,data analytics course,113.0,5916.0,234.58,18.0,5.0,0.044,1165.0,2024/11/12,hyderabad,mobile,data analytics course,2024-11-12,12,11,1,46,False,0.0442,0.01910074374577417,2.075929203539823,13.032222222222224,0.2777777777777778,0.0008451656524678837,0.1592920353982301,233.0,3.9663227896666378,0.2013562231759657,0,0,1,1
A1871,data analytics course,175.0,4958.0,245.96,22.0,10.0,0.047,1777.0,2024-11-21,hyderabad,mobile,online data analytic,2024-11-21,21,11,3,47,True,0.0571,0.035296490520371114,1.4054857142857142,11.18,0.45454545454545453,0.002016942315449778,0.12571428571428572,177.7,6.224751992193852,0.13841305571187396,0,0,1,5
A1872,data analytics course,112.0,5538.0,225.66,22.0,4.0,0.041,1507.0,2024/11/22,hyderabad,desktop,online data analytic,2024-11-22,22,11,4,47,False,0.0357,0.020223907547851208,2.0148214285714285,10.257272727272728,0.18181818181818182,0.0007222824124232575,0.19642857142857142,376.75,5.678188425064255,0.1497412076974121,0,0,0,5
A1873,data analytics course,194.0,5309.0,191.4,19.0,10.0,0.046,1764.0,13-11-2024,hyderabad,desktop,data analytics training,2024-11-13,13,11,2,46,False,0.0515,0.036541721604822,0.98659793814433,10.073684210526316,0.5263157894736842,0.0018835938971557733,0.0979381443298969,176.4,8.21630094043887,0.10850340136054422,0,0,0,3
A1874,data analytics course,139.0,4539.0,244.4,18.0,6.0,0.047,1638.0,2024-11-28,hyderabad,mobile,analytics for data,2024-11-28,28,11,3,48,True,0.04665,0.03062348534919586,1.758273381294964,13.577777777777778,0.3333333333333333,0.0013218770654329147,0.12949640287769784,273.0,5.702127659574468,0.1492063492063492,0,0,1,0
A1875,data analytics course,82.0,4622.0,203.99,17.0,9.0,0.11,1375.0,2024/11/12,hyderabad,mobile,online data analytic,2024-11-12,12,11,1,46,False,0.1098,0.017741237559498052,2.4876829268292684,11.999411764705883,0.5294117647058824,0.0019472090004327132,0.2073170731707317,152.77777777777777,5.740526496396882,0.14835636363636365,0,0,1,5
A1876,data analytics course,139.0,3355.0,193.57,26.0,9.0,0.047,1961.0,2024/11/11,hyderabad,mobile,learn data analytics,2024-11-11,11,11,0,46,True,0.04665,0.04143070044709389,1.392589928057554,7.444999999999999,0.34615384615384615,0.002682563338301043,0.18705035971223022,217.88888888888889,9.130702071602006,0.09870984191738909,0,0,1,4
A1877,data analytics course,179.0,4992.0,221.48,27.0,10.0,0.037,1062.0,2024/11/06,hyderabad,tablet,learn data analytics,2024-11-06,6,11,2,45,True,0.0559,0.03585737179487179,1.23731843575419,8.202962962962962,0.37037037037037035,0.002003205128205128,0.15083798882681565,106.2,3.795015351273253,0.20854990583804142,0,0,2,4
A1878,data analytics course,93.0,3015.0,232.01,21.0,4.0,0.043,1770.0,2024-11-26,hyderabad,mobile,learn data analytics,2024-11-26,26,11,1,48,False,0.043,0.030845771144278607,2.494731182795699,11.048095238095238,0.19047619047619047,0.0013266998341625207,0.22580645161290322,442.5,6.628981509417698,0.13107909604519774,0,0,1,4
A1879,data analytics course,152.0,4662.0,249.13,24.0,7.0,0.046,1951.0,11-11-2024,hyderabad,desktop,online data analytic,2024-11-11,11,11,0,46,False,0.0461,0.03260403260403261,1.639013157894737,10.380416666666667,0.2916666666666667,0.0015015015015015015,0.15789473684210525,278.7142857142857,6.831252759603419,0.12769349051768325,0,0,0,5
A1880,data analytics course,81.0,3766.0,213.12,27.0,7.0,0.086,1183.0,27-11-2024,hyderabad,desktop,online data analytic,2024-11-27,27,11,2,48,False,0.0864,0.021508231545406268,2.631111111111111,7.8933333333333335,0.25925925925925924,0.0018587360594795538,0.3333333333333333,169.0,4.550863363363363,0.1801521555367709,0,0,0,5
A1881,data analytics course,130.0,5774.0,241.97,11.0,7.0,0.044,1708.0,2024/11/20,hyderabad,desktop,data analytics course,2024-11-20,20,11,2,47,False,0.0538,0.022514721163837893,1.8613076923076923,21.997272727272726,0.6363636363636364,0.0012123311395912711,0.08461538461538462,244.0,6.058726288382857,0.14166861826697894,0,0,0,1
A1882,data analytics course,110.0,4542.0,227.95,20.0,4.0,0.036,1423.0,2024/11/11,hyderabad,desktop,data analytics training,2024-11-11,11,11,0,46,False,0.0364,0.024218405988551298,2.0722727272727273,11.397499999999999,0.2,0.0008806693086745927,0.18181818181818182,355.75,5.242597060758938,0.16018973998594518,0,0,0,3
A1883,data analytics course,122.0,5179.0,214.965,11.0,4.0,0.033,1507.0,2024-11-18,hyderabad,tablet,analytics for data,2024-11-18,18,11,0,47,False,0.0328,0.023556671172040935,1.7620081967213115,19.542272727272728,0.36363636363636365,0.0007723498744931454,0.09016393442622951,376.75,6.010443560579629,0.14264432647644326,0,0,2,0
A1884,data analytics course,113.0,5265.0,184.21,27.0,5.0,0.044,1353.0,20-11-2024,hyderabad,tablet,data analytics online,2024-11-20,20,11,2,47,False,0.0442,0.021462488129154796,1.6301769911504425,6.822592592592593,0.18518518518518517,0.000949667616334283,0.23893805309734514,270.6,6.344878128223223,0.13614929785661495,0,0,2,2
A1885,data analytics course,140.0,5297.0,223.9,28.0,6.0,0.043,1630.0,2024-11-21,hyderabad,mobile,data analytics course,2024-11-21,21,11,3,47,False,0.0429,0.026430054747970548,1.5992857142857144,7.996428571428572,0.21428571428571427,0.0011327166320558807,0.2,271.6666666666667,6.280035730236713,0.13736196319018404,0,0,1,1
A1886,data analytics course,170.0,3347.0,248.44,27.0,3.0,0.047,1719.0,2024/11/20,hyderabad,desktop,learn data analytics,2024-11-20,20,11,2,47,True,0.0176,0.050791753809381536,1.4614117647058824,9.201481481481482,0.1111111111111111,0.00089632506722438,0.1588235294117647,573.0,5.919175656094026,0.1445258871436882,0,0,0,4
A1887,data analytics course,176.0,5960.0,245.33,19.0,8.0,0.045,1761.0,2024/11/25,hyderabad,tablet,analytics for data,2024-11-25,25,11,0,48,False,0.0455,0.02953020134228188,1.3939204545454547,12.912105263157896,0.42105263157894735,0.0013422818791946308,0.10795454545454546,220.125,6.178086658786125,0.13931289040318,0,0,2,0
A1888,data analytics course,139.0,5143.0,246.3,19.0,5.0,0.047,1346.0,05-11-2024,hyderabad,mobile,data analytics training,2024-05-11,11,5,5,19,True,0.04665,0.02702702702702703,1.7719424460431656,12.963157894736844,0.2631578947368421,0.0009721952167995333,0.1366906474820144,269.2,4.464880227365002,0.18298662704309065,0,0,1,3
A1889,data analytics course,195.0,5265.0,242.0,10.0,4.0,0.054,1699.0,2024/11/08,hyderabad,tablet,online data analytic,2024-11-08,8,11,4,45,True,0.0205,0.037037037037037035,1.241025641025641,24.2,0.4,0.0007597340930674264,0.05128205128205128,424.75,6.020661157024794,0.14243672748675693,0,0,2,5
A1890,data analytics course,162.0,4396.0,183.96,18.0,4.0,0.043,1054.0,2024/11/18,hyderabad,tablet,data analytics online,2024-11-18,18,11,0,47,True,0.0247,0.036851683348498636,1.1355555555555557,10.22,0.2222222222222222,0.0009099181073703367,0.1111111111111111,263.5,4.729506414437921,0.17453510436432637,0,0,2,2
